Image URL,Emotional Class
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_370491506819607238.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954847463495.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954860559634.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_10907224091736153.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954853792262.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_58195020173584605.gif,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954851283087.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_814377545149509679.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954847624073.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954862266964.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045646540471.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_582231058085171128.gif,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045647009636.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_955396508441876595.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954847624098.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_125749014591182637.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_1105774514752173717.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_1105774514752173298.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_312859505380795644.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954851149534.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_614389574149605992.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_370491506831793691.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045647200331.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_602849100107429945.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_1105774514752173501.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_1105774514752173515.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_3448137203789395.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954848060748.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954847463633.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_600034350370151918.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_948992952704127663.gif,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_691302611528297757.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954849171342.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_1105774514752173475.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954861918241.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954848096357.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_788341109790966831.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_52846995621989821.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_98445941848522921.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954855887098.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045647374739.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_1148136498729196004.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045647374711.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954855324889.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_40110252926342218.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045647374704.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954847674916.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045647629804.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954847624106.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_23432860623869217.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954847244377.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954855324876.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_595390013270125392.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954848096342.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_1105774514752173306.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954847719720.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_18295942214659783.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_608619337174997873.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_527343437594531376.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_527343437594531410.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954848163308.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_527343437594531362.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_582653270573339184.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_527343437594531389.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_1140395936868185926.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_1105774514752173514.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954855097027.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954854199451.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954857756517.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_294915475617953568.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045647656395.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_1105774514752173702.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954861918404.gif,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045647376729.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_115123334203883730.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954862065581.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045646540470.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954848060588.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954848096578.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_670051250830534179.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954860559621.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954853654436.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_499618152426222082.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_849561917225369858.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_217720963228839480.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954860559635.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_489836896989022855.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_370491506819607248.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954848163097.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045646540466.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_78039006037031674.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045647009635.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_778067273139302615.gif,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954855887104.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045647629796.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954847623904.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_450360031504003684.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_211174963752765.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954848808909.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045647200332.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954861918493.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_673780794267075422.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954847996768.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954861918336.jpg,sad-face
